,Name,Year,Genre,Main Cast,Sinopsis,Score,Content Rating,Genre,Network,img url,Episode
20,The Glory,2022,"Thriller, Drama, Melodrama","Song Hye Kyo, Lee Do Hyun, Im Ji Yeon, Yeom Hye Ran, Park Sung Hoon, Jung Sung Il","A high school student dreams of becoming an architect. However, she had to drop out of school after suffering from brutal school violence. Years later, the perpetrator gets married and has a kid. Once the kid is in elementary school, the former victim becomes her homeroom teacher and starts her thorough revenge towards the perpetrators and bystanders of her bullying days. ,",8.9,18+ Restricted (violence & profanity),"Revenge,, School Bullying,, School Violence,, Strong Female Lead,, Antiheroine Female Lead,, Teacher Female Lead,, Doctor Male Lead,, Nonlinear Narrative,, Social Issues,, Sexual Content",Netflix,https://i.mydramalist.com/4v6zJ_4c.jpg?v=1,8 episodes
21,Kingdom Season 2,2020,"Thriller, Historical, Horror, Supernatural","Joo Ji Hoon, Bae Doo Na, Kim Sung Gyu, Ryu Seung Ryong, Kim  Sang Ho, Jun Suk Ho","Following the events in season one, waves of the undead threaten to reach the capital. In an attempt to save the people during the plague and regain his right to the throne, Crown Prince Lee Chang pursues Jo Hak Joo to overthrow him, while the Queen is in a race against time to produce an heir to the throne. ,",8.9,18+ Restricted (violence & profanity),"Zombies,, Corruption,, Strong Male Lead,, Gore,, Strong Female Lead,, Power Struggle,, Smart Female Lead,, Death,, Greed,, Joseon Dynasty",Netflix,https://i.mydramalist.com/2qelVc.jpg?v=1,6 episodes
22,Happiness,2021,"Action, Thriller, Drama, Sci-Fi","Han Hyo Joo, Park Hyung Sik, Jo  Woo Jin, Lee Joon Hyuk, Park Joo Hee, Baek Hyun Jin","Yoon Sae Bom is a special agent with quick wits and reflexes and another special quality. She earns the opportunity to move into a new apartment set aside for civil servants in a coveted apartment complex by pretending to marry high school friend Jung Yi Hyun. Yi Hyun is a detective investigating the spread of a mysterious disease. They are trapped in their apartment building when Han Tae Seok, head of the task force to control the spread of the disease, orders the complex to be sealed off from the rest of the city. Quarantine and disease reveal a social caste system, bringing out the best and worst of the apartment residents. , task force to control the spread of the disease, orders the complex to be sealed off from the rest of the city. Quarantine and disease reveal a social caste system, bringing out the best and worst of the apartment residents. ",8.9,15+ - Teens 15 or older,"Disease,, Strong Female Lead,, Slow Burn Romance,, Virus,, Survival,, Infectious Disease,, Detective Male Lead,, Smart Male Lead,, Illness,, Fake Marriage","TVING, iQIYI, Viki, WeTV, Netflix",https://i.mydramalist.com/BWXjV_4c.jpg?v=1,12 episodes
23,Mr. Sunshine,2018,"Military, Historical, Romance, Melodrama","Lee Byung Hun, Kim Tae Ri, Yoo Yeon Seok, Byun Yo Han, Kim Min Jung, Kim Gab Soo","""Mr. Sunshine centers on a young boy born into a house servants family who travels to the United States during the 1871 Shinmiyangyo (U.S. expedition to Korea). He returns to his homeland later as a U.S. marine officer. He meets and falls in love with an aristocrat’s daughter. At the same time, he discovers a plot by foreign forces to colonize Korea. "",",8.9,15+ - Teens 15 or older,"Strong Male Lead,, Independent Female Lead,, Strong Female Lead,, Smart Male Lead,, Bromance,, Imperialism,, Gun Violence,, Rebellion,, Female Lead Action Scenes,, Japanese Colonial Rule",Netflix,https://i.mydramalist.com/vKrdW_4c.jpg?v=1,24 episodes
24,Tomorrow,2022,"Action, Thriller, Drama, Fantasy","Kim Hee Sun, Rowoon, Lee Soo Hyuk, Yun Ji On, Kim Hae Sook, Kim Nu Ri","Choi Joon Woong seeks a job, but it\s hard for him to get hired. One night, he witnesses a man trying to end his life and decides to stop him. He gets acquainted with grim reapers Koo Ryeon and Im Ryoong Gu, who belong to a crisis management team. Their purpose is to prevent people from committing suicide. After Joon Woong ends up in a coma and becomes half-human and half-spirit, he is employed by a company of grim reapers as the newest member of the crisis management team. Adapted from the webtoon ""Tomorrow"" () by Llama ()., is employed by a company of grim reapers as the newest member of the crisis management team. Adapted from the webtoon ""Tomorrow"" () by Llama ().",8.9,15+ - Teens 15 or older,"Grim Reaper Female Lead,, Grim Reaper Male Lead,, Underworld,, Attempted Suicide,, Death,, Suicide,, Afterlife,, Suicide Prevention,, Coma,, Team Leader Female Lead",Netflix,https://i.mydramalist.com/qjBQ2_4c.jpg?v=1,16 episodes
25,Healer,2014,"Action, Thriller, Mystery, Romance","Ji Chang Wook, Park Min Young, Yoo Ji Tae, Kim  Mi Kyung, Park Sang Won, Do Ji Won","Seo Jung Hoo is a special kind of night courier, known only as ""Healer"" by his clients. For the right price and with the help of a genius hacker, he gets his clients whatever they want, as long as it doesn\t involve murder. His latest job leads him to a second-rate tabloid writer, Chae Young Shin, and the successful reporter, Kim Moon Ho. He begins to uncover the mystery of his own shared past with the two reporters, thus putting them all in danger., shared past with the two reporters, thus putting them all in danger.",8.9,15+ - Teens 15 or older,"Double Identity,, Hidden Identity,, Smart Male Lead,, Strong Male Lead,, Childish Female Lead,, Fight,, Hardworking Female Lead,, Sassy Female Lead,, Trauma,, Badass Male Lead","Apple TV, Prime Video, Viki",https://i.mydramalist.com/lBOo4c.jpg?v=1,20 episodes
26,SKY Castle,2018,"Mystery, Psychological, Drama","Yeom Jung Ah, Lee Tae Ran, Yoon Se Ah, Oh Na Ra, Kim Seo Hyung, Jung Joon Ho","""Han Seo Jin, Noh Seung Hye, Jin Jin Hee, and Lee Myung Joo all live with their families in SKY Castle, a luxury private neighborhood hosting wealthy doctors and professors. All of the women wish for their children to enter prestigious universities and are actively supporting their education. Following the acceptance of Myung Joo’s son into Seoul National University as a medical student, an incident occurs, resulting in the family quickly moving out. To the surprise of Sky Castle’s residents, Lee Soo Im and her inferior family move in. After interacting with the families there, Soo Im takes it upon herself to help the stressed children by challenging the other women of SKY Castle, meanwhile questioning her ways of supporting her step-son as well. She soon starts to uncover the truth of what happened to Myung Joos family and their relation to the grade coordinator, Kim Joo Young. "", "" out. To the surprise of Sky Castle’s residents, Lee Soo Im and her inferior family move in. After interacting with the families there, Soo Im takes it upon herself to help the stressed children by challenging the other women of SKY Castle, meanwhile questioning her ways of supporting her step-son as well. She soon starts to uncover the truth of what happened to Myung Joos family and their relation to the grade coordinator, Kim Joo Young. """,8.8,15+ - Teens 15 or older,"Family Secret,, Social Commentary,, Family Pressure,, Satire,, Multiple Mains,, Sibling Rivalry,, Birth Secret,, Female Centered Plot,, Suicide,, Black Comedy","Disney+ Hotstar, Prime Video, iQIYI, Viki, WeTV, Netflix",https://i.mydramalist.com/4053wc.jpg?v=1,20 episodes
27,The Red Sleeve,2021,"Historical, Romance, Drama, Melodrama","Lee Jun Ho, Lee Se Young, Kang Hoon, Lee Deok Hwa, Park Ji Young, Jang Hee Jin","In Korea during the second half of the 1700s, Yi San is an aloof and perfection-loving young prince. His father’s killing haunts him, although it leaves him in the position to take the throne once his grandfather – the cruel and ruthless current king responsible for Yi San’s father’s death – dies. He has resolved to become a benevolent monarch who will reform the law when he eventually takes the throne, but the way his father was killed has scarred him emotionally. At court, he meets a young woman named Sung Deok Im. Yi San falls in love with her and tries to convince her to become his official concubine. But Sung Deok Im is strong-willed and free-spirited. She is also intelligent enough to understand that becoming a royal consort to the future king is a prestigious role, but one that would restrict her freedom and likely bring her little in the way of joy. But Yi San’s love for Sung Deok Im is true, and she starts to understand that forming a union with him could ultimately benefit his troubled realm. Adapted from the novel ""The Sleeve\s Red Cuff"" ( ) by Kang Mi Kang ()., the way his father was killed has scarred him emotionally. At court, he meets a young woman named Sung Deok Im. Yi San falls in love with her and tries to convince her to become his official concubine. But Sung Deok Im is strong-willed and free-spirited. She is also intelligent enough to understand that becoming a royal consort to the future king is a prestigious role, but one that would restrict her freedom and likely bring her little in the way of joy. But Yi San’s love for Sung Deok Im is true, and she starts to understand that forming a union with him could ultimately benefit his troubled realm. Adapted from the novel ""The Sleeve\s Red Cuff"" ( ) by Kang Mi Kang ().",8.8,15+ - Teens 15 or older,"Noble Man/Common Woman,, Death,, Tearjerker,, Joseon Dynasty,, Strong Male Lead,, Male Chases Female First,, Smart Female Lead,, Master-Servant Relationship,, Strong Female Lead,, King Male Lead","Apple TV, Viki",https://i.mydramalist.com/2WpKk_4c.jpg?v=1,17 episodes
28,Taxi Driver Season 2,2023,"Action, Thriller, Mystery, Crime","Lee Je Hoon, Kim Eui Sung, Pyo Ye Jin, Jang Hyuk Jin, Bae Yoo Ram, Shin Jae Ha","Despite disbanding after Do Gi\s successful revenge, the Rainbow Deluxe Taxi crew, including Seong Cheol, Go Eun, Gyeong Gu, and Jin Eon, can\t resist the call to reunite with their former leader. Though each attempts to live a regular life with a typical job, their innate desire to fight against injustice draws them back to one another. The group even welcomes a new member, a kind-hearted but clumsy young man named On Ha Jun, who stumbles upon the secret basement of Rainbow Taxi. Now fighting for more clients than ever before, the crew continues to battle on behalf of those wronged by an unequal society. However, their work draws the attention of a mysterious organization, which makes its presence known by killing one of Do Gi\s targets before disappearing without a trace. As they try to uncover the organization\s identity and motives, the Rainbow Taxi crew faces their toughest challenge yet. Adapted from the webtoon ""The Deluxe Taxi"" () by Carlos () and Keukeu Jae Jin ()., Ha Jun, who stumbles upon the secret basement of Rainbow Taxi. Now fighting for more clients than ever before, the crew continues to battle on behalf of those wronged by an unequal society. However, their work draws the attention of a mysterious organization, which makes its presence known by killing one of Do Gi\s targets before disappearing without a trace. As they try to uncover the organization\s identity and motives, the Rainbow Taxi crew faces their toughest challenge yet. Adapted from the webtoon ""The Deluxe Taxi"" () by Carlos () and Keukeu Jae Jin ().",8.8,18+ Restricted (violence & profanity),"Skilled Fighter,, Teamwork,, Revenge,, Taxi Setting,, Compassionate Male Lead,, Undercover Operation,, Slight Comedy,, Organized Crime,, Episodic Format,, Graphic Violence","Wavve, Viki",https://i.mydramalist.com/2wr8zR_4c.jpg?v=1,16 episodes
29,Mouse,2021,"Thriller, Mystery, Psychological, Sci-Fi","Lee Seung Gi, Lee Hee Joon, Park Ju Hyun, Kyung Soo Jin, Woo Ji Hyun, Ahn Jae Wook","A suspenseful story that asks the key question, “What if we could identify psychopaths in advance?” A crazed serial killer’s ruthless murders have left the entire nation gripped with fear, and chaos reigns. Justice-seeking rookie police officer, Jung Ba Reum, comes face to face with the killer. While he survives his dangerous encounter with the psychopath, Jung Ba Reum finds his life completely changing before his eyes. ,",8.8,18+ Restricted (violence & profanity),"Murder,, Investigation,, Character Development,, Dark Fiction,, Suspense,, Flashback To Past,, Grandma-Granddaughter Relationship,, Death,, Sexual Assault,, Child Sexual Abuse","Apple TV, TVING, iQIYI, Viki, WeTV",https://i.mydramalist.com/XNeKO_4c.jpg?v=1,20 episodes
30,Stranger,2017,"Thriller, Mystery, Law, Drama","Cho Seung Woo, Bae Doo Na, Lee Joon Hyuk, Yoo Jae Myung, Shin Hye Sun, Choi Jae Woong","Hwang Shi Mok underwent brain surgery as a child to curb his violent temper, which left him devoid of emotions. Hwang becomes a prosecutor known for his piercing intelligence and logic, but he is ostracized because he lacks empathy and social skills. He is also one of only a handful of upright prosecutors who have refused to take bribes. One day, he encounters a stabbing victim while investigating corruption. He meets Lieutenant Han Yeo Jin at the crime scene. They join forces to root out corruption at the prosecutors’ office and solve a serial murder case. , Han Yeo Jin at the crime scene. They join forces to root out corruption at the prosecutors’ office and solve a serial murder case. ",8.8,15+ - Teens 15 or older,"Suspense,, Investigation,, Corruption,, Crime Solving Duo,, Murder,, Calm Male Lead,, Alexithymia,, Emotionless Male Lead,, Strong Female Lead,, Smart Female Lead","Disney+ Hotstar, Prime Video, Netflix",https://i.mydramalist.com/1o3zzc.jpg?v=1,16 episodes
31,Twenty-Five Twenty-One,2022,"Romance, Life, Drama, Melodrama","Kim Tae Ri, Nam Joo Hyuk, Bona, Choi Hyun Wook, Lee Joo Myung, Seo Jae Hee","""In a time when dreams seem out of reach, a teen fencer pursues big ambitions and meets a hardworking young man who seeks to rebuild his life. Na Hee Do is a member of her high school fencing team. Due to the South Korean financial crisis, the high school fencing team gets disbanded. Getting through all the difficulties, she becomes a member of the national fencing team. The South Korean financial crisis also causes Baek Yi Jin’s fathers business to go bankrupt. This leads to a life change for Baek Yi Jin, from living the life of a wealthy person to a poor person. While studying, he works part-time jobs like delivering newspapers. Later, he becomes a sports reporter for a broadcasting network. "", "" also causes Baek Yi Jin’s fathers business to go bankrupt. This leads to a life change for Baek Yi Jin, from living the life of a wealthy person to a poor person. While studying, he works part-time jobs like delivering newspapers. Later, he becomes a sports reporter for a broadcasting network. """,8.8,15+ - Teens 15 or older,"Coming Of Age,, Nostalgia,, Fencing,, Nice Male Lead,, Friendship,, Character Development,, Competition,, IMF Crisis,, High School To Working Life,, High School","TVING, Netflix",https://i.mydramalist.com/ROOPo_4c.jpg?v=1,16 episodes
32,The Uncanny Counter,2020,"Action, Mystery, Drama, Supernatural","Cho Byeong Kyu, Yoo  Joon Sang, Kim Se Jeong, Yeom Hye Ran, Ahn Suk Hwan, Lee Hong Nae","It tells the story of demon hunters called Counters who come to earth under the guise of being employees at a noodle restaurant in order to capture evil spirits that have returned to earth in pursuit of eternal life. So Moon is the youngest of the Counters. After suffering from a mysterious car accident as a child, he eventually becomes a central figure among the Counters. Do Ha Na has the ability to sense the locations of evil spirits, even those that are hundreds of kilometers away. She can also read the memories of others through touch and works with So Moon to do away with evil spirits. Ga Mo Tak is a Counter with incredible strength. He’s a former police officer who lost his memory seven years ago after an accident and is unable to stand idle in the face of injustice. Ga Mo Tak is also So Moon’s mentor. Chu Mae Ok is a Counter with healing abilities. Outwardly, she’s the chef of the noodle restaurant, but among the Counters, she is the emotional pillar of the group. Choi Jang Mool is the oldest Counter. He’s in charge of all of the Counters’ expenses, and he is a living legend among the Counters in Korea. Adapted from the webtoon ""Amazing Rumor” ( ) by Jang Yi ()., to sense the locations of evil spirits, even those that are hundreds of kilometers away. She can also read the memories of others through touch and works with So Moon to do away with evil spirits. Ga Mo Tak is a Counter with incredible strength. He’s a former police officer who lost his memory seven years ago after an accident and is unable to stand idle in the face of injustice. Ga Mo Tak is also So Moon’s mentor. Chu Mae Ok is a Counter with healing abilities. Outwardly, she’s the chef of the noodle restaurant, but among the Counters, she is the emotional pillar of the group. Choi Jang Mool is the oldest Counter. He’s in charge of all of the Counters’ expenses, and he is a living legend among the Counters in Korea. Adapted from the webtoon ""Amazing Rumor” ( ) by Jang Yi ().",8.8,15+ - Teens 15 or older,"Special Power,, Righteous Male Lead,, Evil Spirit,, Strong Female Lead,, Multiple Mains,, Orphan Male Lead,, Spirit,, School Bullying,, Childhood Trauma,, Nice Male Lead",Netflix,https://i.mydramalist.com/v3032_4c.jpg?v=1,16 episodes
33,Goblin,2016,"Comedy, Romance, Fantasy, Melodrama","Gong Yoo, Kim Go Eun, Lee Dong Wook, Yoo In Na, Yook Sung Jae, Lee El","""Kim Shin was once an unbeatable general in Goryeos military who died a tragic death. He now possesses immortality but is tired of living while everyone else around him dies. For 900 years, Kim Shin has searched for his bride, a mortal who can pull out the sword and end his life. One day, he encounters Ji Eun Tak, a positive, upbeat high school student who can see the dead and has gone through tragic events, yet still stays strong. She claims to be the Goblins bride who can end his immortal life, but what appears to be an easy task, only gets complicated, as the two fall in love. "", "" gone through tragic events, yet still stays strong. She claims to be the Goblins bride who can end his immortal life, but what appears to be an easy task, only gets complicated, as the two fall in love. """,8.8,15+ - Teens 15 or older,"Supernatural,, Older Man/Younger Woman,, Interspecies Romance,, Dokkaebi,, Fate,, Bromance,, Death,, Heartfelt,, Tearjerker,, Soulmates","Apple TV, Viki",https://i.mydramalist.com/JkD8Xc.jpg?v=1,16 episodes
34,D.P.,2021,"Action, Military, Drama","Jung Hae In, Koo Kyo Hwan, Kim Sung Kyun, Son Seok Koo, Hong Kyung, Jo Hyun Chul","Private soldier Jun Ho is a confused youth who served in the military normally like other Koreans. One day, he suddenly becomes a member of the military defector arrest team. As such, he is tasked with capturing deserters and must grapple with the more troubling cases of why some soldiers feel they have no other choice but go absent without official leave. Adapted from the webtoon ""D.P Dog Day"" (D.P ) by Kim Bo Tong ()., Day"" (D.P ) by Kim Bo Tong ().",8.8,15+ - Teens 15 or older,"Military Abuse,, Violence,, Bromance,, Desertion,, Harassment,, Dark Fiction,, Humiliation,, Adapted From A Webtoon,, Sexual Assault,, Miniseries",Netflix,https://i.mydramalist.com/XkYln_4c.jpg?v=1,6 episodes
35,Kingdom,2019,"Thriller, Historical, Horror, Political","Joo Ji Hoon, Ryu Seung Ryong, Bae Doo Na, Kim Sung Gyu, Kim Chan Yi, Kim  Sang Ho","No sooner does the Joseon King succumb to smallpox, do the rumors of his death begin. The Cho Clan, the clan of the pregnant Queen and her father, Chief State Councillor Cho Hak Joo, declares the Crown Prince, a traitor. Questioning the circumstances surrounding the King’s death, the Crown Prince and his guard, Moo Young, set forth to locate Lee Seung Hui, the last physician to treat his father. But the two end up stuck with Assistant Physician Seo Bi and a mysterious man named Young Shin in a village plagued with a terrifying disease. , end up stuck with Assistant Physician Seo Bi and a mysterious man named Young Shin in a village plagued with a terrifying disease. ",8.8,18+ Restricted (violence & profanity),"Joseon Dynasty,, Adapted From A Webtoon,, Power Struggle,, Gore,, Strong Male Lead,, Survival,, Nice Male Lead,, Corruption,, Zombies,, Strong Female Lead",Netflix,https://i.mydramalist.com/d4d1Wc.jpg?v=1,6 episodes
36,Weightlifting Fairy Kim Bok Joo,2016,"Comedy, Romance, Life, Sports","Lee Sung Kyung, Nam Joo Hyuk, Lee Jae Yoon, Kyung Soo Jin, Cho Hye Jung, Lee Joo Young","Bok Joo is a weightlifter who is pursuing her dream of winning the gold medal but she then finds romance for the first time in her life. While she is a woman who trains with heavy steel weights, she is also very feminine when it comes to relationships. Focusing solely on weightlifting would jeopardize her relationship but leaving her weightlifting career for love would keep her from attaining her dreams. Can she find a way to have love as well as glory at the age of 20? The characters within this drama are elite athletes in weightlifting, swimming and rhythmic gymnastics who work hard to reach their goals in life. It covers their coming-of-age stories and relationships through hectic life. Inspired by the life of South Korean Olympic weightlifter gold-medalist Jang Mi Ran., find a way to have love as well as glory at the age of 20? The characters within this drama are elite athletes in weightlifting, swimming and rhythmic gymnastics who work hard to reach their goals in life. It covers their coming-of-age stories and relationships through hectic life. Inspired by the life of South Korean Olympic weightlifter gold-medalist Jang Mi Ran.",8.8,15+ - Teens 15 or older,"Friends To Lovers,, Weightlifting,, Strong Female Lead,, Healing,, First Love,, Bantering Relationship,, Male Chases Female First,, Swimming,, Slow Burn Romance,, Sismance","Apple TV, iQIYI, Viki, WeTV",https://i.mydramalist.com/D2X7Dc.jpg?v=1,16 episodes
